Compound::DB00929	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0000814
Compound::DB00700	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003962
Compound::DB00362	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004030
Compound::DB00582	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004030
Compound::DB01141	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004030
Compound::DB00422	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004093
Compound::DB00762	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114
Compound::DB00851	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114
Compound::DB00853	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114
Compound::DB00855	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114
Compound::DB00163	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153
Compound::DB00641	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153
Compound::DB00758	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153
Compound::DB00973	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153
Compound::DB06441	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153
Compound::DB00327	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004604
Compound::DB00512	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610
Compound::DB00601	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610
Compound::DB01109	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610
Compound::DB01327	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610
Compound::DB00537	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004623
Compound::DB00620	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004623
Compound::DB00684	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004626
Compound::DB00760	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004626
Compound::DB00460	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004779
Compound::DB00541	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903
Compound::DB00773	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903
Compound::DB00970	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903
Compound::DB00997	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903
Compound::DB00065	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005138
Compound::DB00246	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586
Compound::DB00555	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586
Compound::DB00909	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586
Compound::DB01221	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586
Compound::DB01238	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586
Compound::DB00305	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005684
Compound::DB00305	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005686
Compound::DB00305	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695
Compound::DB00441	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695
Compound::DB00480	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695
Compound::DB00515	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695
Compound::DB01041	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695
Compound::DB00126	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005779
Compound::DB00163	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005779
Compound::DB00434	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005911
Compound::DB00851	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006111
Compound::DB00853	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006111
Compound::DB01254	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006111
Compound::DB00200	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006114
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006118
Compound::DB00588	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006271
Compound::DB00091	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006272
Compound::DB00435	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006287
Compound::DB01109	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006434
Compound::DB01009	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006444
Compound::DB09499	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006664
Compound::DB00362	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006840
Compound::DB00520	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006840
Compound::DB00582	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006840
Compound::DB00012	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00126	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00398	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00441	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00515	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00958	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00997	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097
Compound::DB00041	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00188	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00194	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00215	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00305	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00317	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00322	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00441	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00480	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00482	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00526	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00531	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00605	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00650	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00762	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00936	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00945	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01041	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01073	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01098	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01101	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01586	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01590	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB01611	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB06243	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB11596	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102
Compound::DB00630	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112
Compound::DB00635	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112
Compound::DB01026	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112
Compound::DB01126	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112
Compound::DB01248	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112
Compound::DB01268	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112
Compound::DB00531	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007114
Compound::DB01073	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007114
Compound::DB00188	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007120
Compound::DB00107	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007124
Compound::DB00019	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00277	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00398	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00515	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00531	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00773	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00877	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00958	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB01223	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB01254	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB01268	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB06603	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB11596	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007134
Compound::DB00480	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007134
Compound::DB01041	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007134
Compound::DB00331	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB00515	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB00530	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB00544	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB00877	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB01229	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB01248	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB01590	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007137
Compound::DB00163	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007273
Compound::DB01017	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007282
Compound::DB00281	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007286
Compound::DB00851	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007682
Compound::DB00853	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007682
Compound::DB01254	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007682
Compound::DB00163	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007771
Compound::DB00054	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007786
Compound::DB00671	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007860
Compound::DB00415	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0008495
Compound::DB09324	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0008495
Compound::DB00073	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0008728
Compound::DB00507	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009062
Compound::DB00512	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009062
Compound::DB00038	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009324
Compound::DB00233	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009324
Compound::DB00583	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009324
Compound::DB00704	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009324
Compound::DB01222	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009324
Compound::DB00526	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009375
Compound::DB00762	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009375
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009402
Compound::DB00158	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009402
Compound::DB00254	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009402
Compound::DB00331	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009402
Compound::DB00526	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009402
Compound::DB11596	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009402
Compound::DB00002	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00398	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00482	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00526	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00544	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00762	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB01101	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009404
Compound::DB00497	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009806
Compound::DB01183	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0009806
Compound::DB00091	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010034
Compound::DB01039	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010054
Compound::DB01076	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010054
Compound::DB00203	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010073
Compound::DB00984	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010340
Compound::DB08804	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010340
Compound::DB00041	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010346
Compound::DB00233	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010346
Compound::DB00531	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010346
Compound::DB00704	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010346
Compound::DB01281	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010346
Compound::DB00145	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB00338	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB00479	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB00641	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB00736	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB00862	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB01261	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010674
Compound::DB00369	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010823
Compound::DB01004	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010823
Compound::DB01610	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0010823
Compound::DB00448	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011168
Compound::DB00502	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011206
Compound::DB01224	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011206
Compound::DB00878	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011334
Compound::DB00182	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB00285	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB00368	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB00422	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB00476	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB00641	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB01065	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB01221	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB01576	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB01577	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB04908	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011581
Compound::DB00531	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011644
Compound::DB00619	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011644
Compound::DB00641	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011849
Compound::DB00973	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011849
Compound::DB01076	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011849
Compound::DB01276	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011849
Compound::DB01278	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011849
Compound::DB06774	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011849
Compound::DB00806	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011854
Compound::DB01045	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011860
Compound::DB01076	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011860
Compound::DB01276	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011860
Compound::DB01109	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011875
Compound::DB00234	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011882
Compound::DB06774	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011882
Compound::DB00104	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011884
Compound::DB00220	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011991
Compound::DB00495	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011991
Compound::DB00709	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011991
Compound::DB00762	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011991
Compound::DB06724	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0011991
Compound::DB00140	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0012359
Compound::DB01609	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0012715
Compound::DB00244	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0012813
Compound::DB06825	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0013221
Compound::DB01050	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0013274
Compound::DB00338	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0013395
Compound::DB00201	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0013404
Compound::DB00107	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0013418
Compound::DB00526	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014132
Compound::DB00762	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014132
Compound::DB01132	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014175
Compound::DB00303	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014179
Compound::DB00530	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014474
Compound::DB00065	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014518
Compound::DB00230	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB00273	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB00909	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB01104	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB04953	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB09119	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB09210	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014544
Compound::DB09210	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014557
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014852
Compound::DB00530	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014852
Compound::DB00112	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB00515	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB00530	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB00544	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB00642	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB00958	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB01101	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0014859
Compound::DB00441	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015558
Compound::DB00958	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015558
Compound::DB00997	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015558
Compound::DB01229	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015558
Compound::DB00166	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015674
Compound::DB00368	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015674
Compound::DB06262	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015674
Compound::DB08842	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0015674
