compound_entity	drugbank_id	drug_name	relation	disease_entity	umls_cui	disease_name	sem_type	label	num_raw_rows
Compound::DB00909	DB00909	Zonisamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0001973	C0001973	Alcoholic Intoxication, Chronic	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB01080	DB01080	Vigabatrin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0001973	C0001973	Alcoholic Intoxication, Chronic	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB09210	DB09210	Piracetam	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0001973	C0001973	Alcoholic Intoxication, Chronic	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00368	DB00368	Norepinephrine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0002170	C0002170	Alopecia	Disease or Syndrome	failed_like	1
Compound::DB01281	DB01281	Abatacept	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0002171	C0002171	Alopecia Areata	Disease or Syndrome	failed_like	1
Compound::DB01132	DB01132	Pioglitazone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0002736	C0002736	Amyotrophic Lateral Sclerosis	Disease or Syndrome	failed_like	1
Compound::DB00111	DB00111	Daclizumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0002874	C0002874	Aplastic Anemia	Disease or Syndrome	failed_like	1
Compound::DB01109	DB01109	Heparin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0002874	C0002874	Aplastic Anemia	Disease or Syndrome	failed_like	1
Compound::DB00435	DB00435	Nitric Oxide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003129	C0003129	Anoxemia	Sign or Symptom	failed_like	1
Compound::DB00215	DB00215	Citalopram	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB01221	DB01221	Ketamine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB01577	DB01577	Methamphetamine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003467	C0003467	Anxiety	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00285	DB00285	Venlafaxine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003469	C0003469	Anxiety Disorders	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00715	DB00715	Paroxetine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003469	C0003469	Anxiety Disorders	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00526	DB00526	Oxaliplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003614	C0003614	Appendiceal Neoplasms	Neoplastic Process	failed_like	1
Compound::DB00762	DB00762	Irinotecan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003614	C0003614	Appendiceal Neoplasms	Neoplastic Process	failed_like	1
Compound::DB00296	DB00296	Ropivacaine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003615	C0003615	Appendicitis	Disease or Syndrome	failed_like	1
Compound::DB00316	DB00316	Acetaminophen	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003811	C0003811	Cardiac Arrhythmia	Finding	failed_like	1
Compound::DB00388	DB00388	Phenylephrine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003811	C0003811	Cardiac Arrhythmia	Finding	failed_like	1
Compound::DB00935	DB00935	Oxymetazoline	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003811	C0003811	Cardiac Arrhythmia	Finding	failed_like	1
Compound::DB08801	DB08801	Dimetindene	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003811	C0003811	Cardiac Arrhythmia	Finding	failed_like	1
Compound::DB00877	DB00877	Sirolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	failed_like	1
Compound::DB00975	DB00975	Dipyridamole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	failed_like	1
Compound::DB01041	DB01041	Thalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	failed_like	1
Compound::DB01590	DB01590	Everolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	failed_like	1
Compound::DB05676	DB05676	Apremilast	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	failed_like	1
Compound::DB08879	DB08879	Belimumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003873	C0003873	Rheumatoid Arthritis	Disease or Syndrome	failed_like	1
Compound::DB00700	DB00700	Eplerenone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0003962	C0003962	Ascites	Finding	failed_like	1
Compound::DB00362	DB00362	Anidulafungin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004030	C0004030	Aspergillosis	Disease or Syndrome	failed_like	1
Compound::DB00582	DB00582	Voriconazole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004030	C0004030	Aspergillosis	Disease or Syndrome	failed_like	1
Compound::DB01141	DB01141	Micafungin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004030	C0004030	Aspergillosis	Disease or Syndrome	failed_like	1
Compound::DB00422	DB00422	Methylphenidate	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004093	C0004093	Asthenia	Sign or Symptom	failed_like	1
Compound::DB00762	DB00762	Irinotecan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114	C0004114	Astrocytoma	Neoplastic Process	failed_like	1
Compound::DB00851	DB00851	Dacarbazine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114	C0004114	Astrocytoma	Neoplastic Process	failed_like	1
Compound::DB00853	DB00853	Temozolomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114	C0004114	Astrocytoma	Neoplastic Process	failed_like	1
Compound::DB00855	DB00855	Aminolevulinic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004114	C0004114	Astrocytoma	Neoplastic Process	failed_like	1
Compound::DB00163	DB00163	Vitamin E	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153	C0004153	Atherosclerosis	Disease or Syndrome	failed_like	1
Compound::DB00641	DB00641	Simvastatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153	C0004153	Atherosclerosis	Disease or Syndrome	failed_like	1
Compound::DB00758	DB00758	Clopidogrel	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153	C0004153	Atherosclerosis	Disease or Syndrome	failed_like	1
Compound::DB00973	DB00973	Ezetimibe	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153	C0004153	Atherosclerosis	Disease or Syndrome	failed_like	1
Compound::DB06441	DB06441	Cangrelor	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004153	C0004153	Atherosclerosis	Disease or Syndrome	failed_like	1
Compound::DB00327	DB00327	Hydromorphone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004604	C0004604	Back Pain	Sign or Symptom	failed_like	1
Compound::DB00512	DB00512	Vancomycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610	C0004610	Bacteremia	Disease or Syndrome	failed_like	1
Compound::DB00601	DB00601	Linezolid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610	C0004610	Bacteremia	Disease or Syndrome	failed_like	1
Compound::DB01109	DB01109	Heparin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610	C0004610	Bacteremia	Disease or Syndrome	failed_like	1
Compound::DB01327	DB01327	Cefazolin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004610	C0004610	Bacteremia	Disease or Syndrome	failed_like	1
Compound::DB00537	DB00537	Ciprofloxacin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004623	C0004623	Bacterial Infections	Disease or Syndrome	failed_like	1
Compound::DB00620	DB00620	Triamcinolone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004623	C0004623	Bacterial Infections	Disease or Syndrome	failed_like	3
Compound::DB00684	DB00684	Tobramycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004626	C0004626	Pneumonia, Bacterial	Disease or Syndrome	failed_like	1
Compound::DB00760	DB00760	Meropenem	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004626	C0004626	Pneumonia, Bacterial	Disease or Syndrome	failed_like	1
Compound::DB00460	DB00460	Verteporfin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004779	C0004779	Basal Cell Nevus Syndrome	Neoplastic Process	failed_like	1
Compound::DB00541	DB00541	Vincristine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903	C0004903	Beckwith-Wiedemann Syndrome	Disease or Syndrome	failed_like	1
Compound::DB00773	DB00773	Etoposide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903	C0004903	Beckwith-Wiedemann Syndrome	Disease or Syndrome	failed_like	2
Compound::DB00970	DB00970	Doxorubicin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903	C0004903	Beckwith-Wiedemann Syndrome	Disease or Syndrome	failed_like	1
Compound::DB00997	DB00997	Vincristine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0004903	C0004903	Beckwith-Wiedemann Syndrome	Disease or Syndrome	failed_like	1
Compound::DB00065	DB00065	Infliximab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005138	C0005138	Berylliosis	Injury or Poisoning	failed_like	1
Compound::DB00246	DB00246	Ziprasidone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586	C0005586	Bipolar Disorder	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00555	DB00555	Lamotrigine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586	C0005586	Bipolar Disorder	Mental or Behavioral Dysfunction	failed_like	2
Compound::DB00909	DB00909	Zonisamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586	C0005586	Bipolar Disorder	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB01221	DB01221	Ketamine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586	C0005586	Bipolar Disorder	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB01238	DB01238	Aripiprazole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005586	C0005586	Bipolar Disorder	Mental or Behavioral Dysfunction	failed_like	1
Compound::DB00305	DB00305	Mitomycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005684	C0005684	Malignant neoplasm of urinary bladder	Neoplastic Process	failed_like	1
Compound::DB00305	DB00305	Mitomycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005686	C0005686	Urinary Bladder Diseases	Disease or Syndrome	failed_like	1
Compound::DB00305	DB00305	Mitomycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695	C0005695	Bladder Neoplasm	Neoplastic Process	failed_like	1
Compound::DB00441	DB00441	Gemcitabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695	C0005695	Bladder Neoplasm	Neoplastic Process	failed_like	1
Compound::DB00480	DB00480	Lenalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695	C0005695	Bladder Neoplasm	Neoplastic Process	failed_like	1
Compound::DB00515	DB00515	Cisplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695	C0005695	Bladder Neoplasm	Neoplastic Process	failed_like	1
Compound::DB01041	DB01041	Thalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005695	C0005695	Bladder Neoplasm	Neoplastic Process	failed_like	1
Compound::DB00126	DB00126	Vitamin C	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005779	C0005779	Blood Coagulation Disorders	Disease or Syndrome	failed_like	1
Compound::DB00163	DB00163	Vitamin E	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005779	C0005779	Blood Coagulation Disorders	Disease or Syndrome	failed_like	1
Compound::DB00434	DB00434	Cyproheptadine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0005911	C0005911	Body Weight Changes	Finding	failed_like	1
Compound::DB00851	DB00851	Dacarbazine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006111	C0006111	Brain Diseases	Disease or Syndrome	failed_like	1
Compound::DB00853	DB00853	Temozolomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006111	C0006111	Brain Diseases	Disease or Syndrome	failed_like	1
Compound::DB01254	DB01254	Dasatinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006111	C0006111	Brain Diseases	Disease or Syndrome	failed_like	1
Compound::DB00200	DB00200	Hydroxocobalamin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006114	C0006114	Cerebral Edema	Pathologic Function	failed_like	1
Compound::DB00112	DB00112	Bevacizumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006118	C0006118	Brain Neoplasms	Neoplastic Process	failed_like	1
Compound::DB00588	DB00588	Fluticasone Propionate	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006271	C0006271	Bronchiolitis	Disease or Syndrome	failed_like	1
Compound::DB00091	DB00091	Cyclosporine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006272	C0006272	Bronchiolitis Obliterans	Disease or Syndrome	failed_like	1
Compound::DB00435	DB00435	Nitric Oxide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006287	C0006287	Bronchopulmonary Dysplasia	Disease or Syndrome	failed_like	1
Compound::DB01109	DB01109	Heparin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006434	C0006434	Burn injury	Injury or Poisoning	failed_like	1
Compound::DB01009	DB01009	Ketoprofen	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006444	C0006444	Bursitis	Disease or Syndrome	failed_like	1
Compound::DB09499	DB09499	Sodium thiosulfate	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006664	C0006664	Calcinosis cutis	Disease or Syndrome	failed_like	1
Compound::DB00362	DB00362	Anidulafungin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006840	C0006840	Candidiasis	Disease or Syndrome	failed_like	1
Compound::DB00520	DB00520	Caspofungin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006840	C0006840	Candidiasis	Disease or Syndrome	failed_like	1
Compound::DB00582	DB00582	Voriconazole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0006840	C0006840	Candidiasis	Disease or Syndrome	failed_like	1
Compound::DB00012	DB00012	Darbepoetin alfa	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	1
Compound::DB00126	DB00126	Vitamin C	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	1
Compound::DB00398	DB00398	Sorafenib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	1
Compound::DB00441	DB00441	Gemcitabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	2
Compound::DB00515	DB00515	Cisplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	2
Compound::DB00958	DB00958	Carboplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	1
Compound::DB00997	DB00997	Doxorubicin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007097	C0007097	Carcinoma	Neoplastic Process	failed_like	1
Compound::DB00041	DB00041	Aldesleukin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00112	DB00112	Bevacizumab	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	9
Compound::DB00188	DB00188	Bortezomib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00194	DB00194	Vidarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00215	DB00215	Citalopram	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00305	DB00305	Mitomycin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00317	DB00317	Gefitinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00322	DB00322	Floxuridine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00441	DB00441	Gemcitabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00480	DB00480	Lenalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00482	DB00482	Celecoxib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	2
Compound::DB00526	DB00526	Oxaliplatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	8
Compound::DB00531	DB00531	Cyclophosphamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00605	DB00605	Sulindac	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	2
Compound::DB00650	DB00650	Leucovorin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00762	DB00762	Irinotecan	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	9
Compound::DB00936	DB00936	Salicylic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB00945	DB00945	Acetylsalicylic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB01041	DB01041	Thalidomide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	2
Compound::DB01073	DB01073	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB01098	DB01098	Rosuvastatin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB01101	DB01101	Capecitabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	8
Compound::DB01586	DB01586	Ursodeoxycholic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB01590	DB01590	Everolimus	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB01611	DB01611	Hydroxychloroquine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB06243	DB06243	Eflornithine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	1
Compound::DB11596	DB11596	Levoleucovorin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007102	C0007102	Malignant tumor of colon	Neoplastic Process	failed_like	3
Compound::DB00630	DB00630	Alendronic acid	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112	C0007112	Adenocarcinoma of prostate	Neoplastic Process	failed_like	1
Compound::DB00635	DB00635	Prednisone	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112	C0007112	Adenocarcinoma of prostate	Neoplastic Process	failed_like	2
Compound::DB01026	DB01026	Ketoconazole	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112	C0007112	Adenocarcinoma of prostate	Neoplastic Process	failed_like	1
Compound::DB01126	DB01126	Dutasteride	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112	C0007112	Adenocarcinoma of prostate	Neoplastic Process	failed_like	1
Compound::DB01248	DB01248	Docetaxel	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112	C0007112	Adenocarcinoma of prostate	Neoplastic Process	failed_like	1
Compound::DB01268	DB01268	Sunitinib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007112	C0007112	Adenocarcinoma of prostate	Neoplastic Process	failed_like	1
Compound::DB00531	DB00531	Cyclophosphamide	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007114	C0007114	Malignant neoplasm of skin	Neoplastic Process	failed_like	1
Compound::DB01073	DB01073	Fludarabine	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007114	C0007114	Malignant neoplasm of skin	Neoplastic Process	failed_like	1
Compound::DB00188	DB00188	Bortezomib	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007120	C0007120	Bronchioloalveolar Adenocarcinoma	Neoplastic Process	failed_like	1
Compound::DB00107	DB00107	Oxytocin	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007124	C0007124	Noninfiltrating Intraductal Carcinoma	Neoplastic Process	failed_like	1
Compound::DB00019	DB00019	Pegfilgrastim	repoDB::failed_or_suspended::Compound:Disease	Disease::UMLS:C0007131	C0007131	Non-Small Cell Lung Carcinoma	Neoplastic Process	failed_like	1
